timestamp,strategy,coin,signal,rsi,ema_fast,ema_slow,atr,price,volume,trigger_met,blocked_reason
2025-11-27T01:50:57.859292+00:00,conservative,ETH-USD,HOLD,50,3038.08,3038.08,0,3038.08,0,False,demo_mode
2025-11-27T01:50:58.818838+00:00,aggressive,SOL-USD,HOLD,50,142.63,142.63,0,142.63,0,False,demo_mode
2025-11-27T01:50:59.874566+00:00,aggressive,AVAX-USD,HOLD,50,14.96,14.96,0,14.96,0,False,demo_mode
2025-11-27T01:51:00.835179+00:00,aggressive,DOGE-USD,HOLD,50,0.1548,0.1548,0,0.1548,0,False,demo_mode
2025-11-27T01:56:01.719988+00:00,conservative,BTC-USD,HOLD,50,90733.52,90733.52,0,90733.52,0,False,demo_mode
2025-11-27T01:56:02.690734+00:00,conservative,ETH-USD,HOLD,50,3039.11,3039.11,0,3039.11,0,False,demo_mode
2025-11-27T01:56:03.759283+00:00,aggressive,SOL-USD,HOLD,50,142.81,142.81,0,142.81,0,False,demo_mode
2025-11-27T01:56:04.698975+00:00,aggressive,AVAX-USD,HOLD,50,14.97,14.97,0,14.97,0,False,demo_mode
2025-11-27T01:56:06.240237+00:00,aggressive,DOGE-USD,HOLD,50,0.1549,0.1549,0,0.1549,0,False,demo_mode
2025-11-27T02:01:06.935237+00:00,conservative,BTC-USD,HOLD,50,91096.49,91096.49,0,91096.49,0,False,demo_mode
2025-11-27T02:01:07.957939+00:00,conservative,ETH-USD,HOLD,50,3048.91,3048.91,0,3048.91,0,False,demo_mode
2025-11-27T02:01:08.995930+00:00,aggressive,SOL-USD,HOLD,50,143.06,143.06,0,143.06,0,False,demo_mode
2025-11-27T02:01:09.956702+00:00,aggressive,AVAX-USD,HOLD,50,14.95,14.95,0,14.95,0,False,demo_mode
2025-11-27T02:01:12.384121+00:00,aggressive,DOGE-USD,HOLD,50,0.155,0.155,0,0.155,0,False,demo_mode
2025-11-27T02:06:14.795779+00:00,conservative,BTC-USD,HOLD,50,90927.41,90927.41,0,90927.41,0,False,demo_mode
2025-11-27T02:06:15.592936+00:00,conservative,ETH-USD,HOLD,50,3044.06,3044.06,0,3044.06,0,False,demo_mode
2025-11-27T02:06:16.828260+00:00,aggressive,SOL-USD,HOLD,50,143.03,143.03,0,143.03,0,False,demo_mode
2025-11-27T02:06:17.626621+00:00,aggressive,AVAX-USD,HOLD,50,14.94,14.94,0,14.94,0,False,demo_mode
2025-11-27T02:06:18.650433+00:00,aggressive,DOGE-USD,HOLD,50,0.1549,0.1549,0,0.1549,0,False,demo_mode
2025-11-27T02:11:19.599764+00:00,conservative,BTC-USD,HOLD,50,91122.38,91122.38,0,91122.38,0,False,demo_mode
2025-11-27T02:11:20.518398+00:00,conservative,ETH-USD,HOLD,50,3052.21,3052.21,0,3052.21,0,False,demo_mode
